conversation_ID,utterance_ID,speaker,text,emotion
1129,5,Phoebe,And then maybe they are gonna have to leave the city to be near a Volvo dealership .,sadness
1129,6,Rachel,"Well , things change .",sadness
1129,7,Joey,I do not want them to move to a Volvo dealership .,sadness
1129,8,Ross,It will be okay Joe .,neutral
1130,1,Chandler,"Okay , what do you guys think ?",neutral
1130,2,Ross,Dude !,surprise
1130,3,Joey,I have never known love like this .,surprise
1130,4,Chandler,You really like it ?,surprise
1130,5,Ross,Dude ! How ... how did you write this ?,surprise
1130,6,Chandler,I stole Monica and changed the name .,neutral
1130,7,Ross,You can not do that !,anger
1130,8,Joey,If he goes first he can !,anger
1131,1,Monica,"Chandler , we still have not gotten an RSVP from your dad .",neutral
1131,2,Chandler,"Oh ! Right . Umm , maybe that is because I did not send him an invitation .",neutral
1131,3,Monica,Chandler ! He is your father . he should be at the wedding .,surprise
1131,4,Chandler,I do not even know the man . Okay ? We are not that close . I have not seen him in years .,sadness
1131,5,Monica,Well what are you gonna do when he finds out he was not even asked ? !,anger
1131,6,Chandler,It is not like we run in the same circles .,neutral
1131,7,Chandler,"I hang out with you guys , and he stars in a drag show in Vegas .",neutral
1131,8,Phoebe,"Ooh , I think I wanna trade circles .",neutral
1131,9,Chandler,Nobody is gonna be staring at the bride when the father of the groom is wearing a back ... less dress .,disgust
1131,10,Monica,So what ! As long as he is not wearing a white dress and a veil I do not care .,neutral
1131,11,Phoebe,"Okay , I think I need to do some shopping .",neutral
1132,1,Joey,"So uh , what your name ?",neutral
1132,2,Man,It is Jake .,neutral
1132,3,Joey,"Joey . Hey Jake , do you like the Knicks ?",neutral
1132,4,Jake,"Yeah , big fan .",neutral
1132,5,Joey,"Me too ! There is a game on Tuesday , do you wanna go ?",joy
1132,6,Jake,Yeah that would be great ! Let me make sure I am not doing anything Tuesday .,joy
1133,1,Monica,Yes !,joy
1133,2,Chandler,So I really never get to win anymore ?,surprise
1133,3,Monica,How much did ever really win before ?,neutral
1134,1,Joey,Pheebs !,neutral
1134,2,Phoebe,Hey !,neutral
1134,3,Joey,"Listen , you know how uh , when you are wearing pants and you lean forward I check out your underwear ?",neutral
1134,4,Phoebe,Yeah !,neutral
1134,5,Joey,"Well , when Jake did it I saw that ... he was wearing women underwear !",surprise
1134,6,Phoebe,I know . They were mine .,joy
1134,7,Joey,"Oh . No ! No wait , that is weird !",disgust
1134,8,Phoebe,"No , it is not ! We were just goofing around and I dared him to try them on .",neutral
1134,9,Joey,That is weird !,disgust
1134,10,Phoebe,I am wearing his briefs right now .,neutral
1134,11,Joey,That is ... kinda hot .,surprise
1135,1,Joey,"Yeah well next thing you know , he will be telling you that your high heels are good for his posture !",disgust
1135,2,Phoebe,There is nothing wrong with Jake ! Okay ? He is all man ! I am thinking even more than you .,anger
1135,3,Joey,"Oh yeah , he looked like a real lumberjack in those pink lacys .",disgust
1135,4,Phoebe,I am just saying that only a man completely secure with his masculinity could walk around in women underwear !,neutral
1135,5,Phoebe,I do not think you could ever do that .,anger
1135,6,Joey,Hey ! I,anger
1135,7,Phoebe,"Okay , whatever .",neutral
1136,1,Joey,"You have seen my huge stack of porn , right ?",neutral
1138,1,Helena,Hello darlings .,neutral
1138,2,Chandler,And there is daddy !,disgust
1139,1,Rachel,Yeah .,neutral
1139,2,Policeman,"You are an Aquarius , huh ?",joy
1139,3,Rachel,I bet you are a Gemini .,neutral
1139,4,Policeman,Nope .,neutral
1139,5,Rachel,Taurus ?,neutral
1139,6,Policeman,Nope .,neutral
1139,7,Rachel,Virgo ?,neutral
1139,8,Policeman,Nope .,neutral
1139,9,Rachel,Sagittarius ?,neutral
1139,10,Policeman,Yep .,joy
1139,11,Rachel,"I knew it ! I knew it , ahh ...",joy
1139,12,Policeman,You are not gonna speed anymore right ?,neutral
1139,13,Rachel,I will not speed .,neutral
1139,14,Policeman,And you promise you will get this taken care of right away ?,neutral
1139,15,Rachel,I promise .,neutral
1139,16,Policeman,And in the meantime you better let him drive . Does he have a license ?,neutral
1139,17,Rachel,Yeah !,neutral
1139,18,Policeman,Can he handle the stick ?,neutral
1139,19,Rachel,Oh well,neutral
1139,20,Ross,I can handle the stick ! !,anger
1140,1,Joey,Hey Pheebs !,joy
1140,2,Phoebe,Hey !,joy
1140,3,Joey,Check it out . How much of a man am I ? !,joy
1140,4,Phoebe,Wow ! Nice ! Manly and also kind of a slut .,fear
1141,1,Joey,Hey Pheebs !,joy
1141,2,Phoebe,Hey !,joy
1141,3,Joey,Check it out . How much of a man am I ? !,joy
1141,4,Phoebe,Wow ! Nice ! Manly and also kind of a slut .,joy
1141,5,Joey,"You know , I am beginning to see what Jake was talking about .",neutral
1141,6,Phoebe,Uh ... huh .,neutral
1141,7,Joey,The silk feels really good !,joy
1142,1,Policeman,Your license please .,neutral
1142,2,Ross,You do not ... you do not want to hear about my dream Officer ... Pretty ?,neutral
1142,3,Policeman,It is Petty . I will be right back with your ticket .,neutral
1142,4,Rachel,You have a son !,disgust
1142,5,Ross,I know . I know .,sadness
1144,1,Monica,"All right , I am gonna go steam my wedding dress okay ? Who wants the responsibility of making sure nothing happens to it ?",neutral
1144,2,Rachel,I will do it .,neutral
1144,3,Monica,Who wants it ? Anybody ?,neutral
1144,4,Rachel,I said I will do it !,anger
1144,5,Monica,"Nobody wants to do it ? All right , I will do it myself .",disgust
1144,6,Rachel,Monica ! I am not gonna screw it up !,anger
1144,7,Monica,"You are right , I am sorry .",sadness
1144,8,Monica,Actually you were a big help tonight .,neutral
1144,9,Monica,"Yeah , and thanks for putting my grandmother in the cab and making sure she got to the hotel safely .",neutral
1144,10,Rachel,Well of course that is what I am here for !,joy
1144,11,Monica,Okay . Sorry .,neutral
1144,12,Rachel,Ugh ! What grandmother ?,surprise
1146,1,Richard,I found the picture !,anger
1146,2,Joey,What picture ? !,anger
1146,3,Richard,The picture of my wife ! In your pack !,anger
1146,4,Joey,You went through my personal property ?,anger
1146,5,Richard,Why do have a picture of Paulette in your pack ? !,anger
1146,6,Joey,"Because Vincent , we were lovers . For two years !",anger
1146,7,The Director,Cut ! Wonderful !,joy
1146,8,Joey,Great scene yeah ?,joy
1146,9,Richard,"Oh you are awesome ! And , in that last speech ? You soaked me .",joy
1146,10,The Assistant Director,Here is your call sheet for tomorrow .,neutral
1146,11,Rachel,I know .,neutral
1147,1,Phoebe,Oh here is a whole bunch .,neutral
1147,2,Rachel,"Oh , I mean she is gonna be at the wedding waiting for him and people will be whispering , "" Oh that poor girl . """,sadness
1147,3,Rachel,Then she will have to come back here and live all alone .,sadness
1147,4,Phoebe,Oh my God !,surprise
1147,5,Rachel,What ?,surprise
1147,6,Phoebe,"There was a pregnancy test in the garbage , and it is positive . Monica pregnant . So I guess she will not be totally alone .",surprise
1148,1,Phoebe,So ... so you two were married huh ? What happened ? You just drift apart ?,neutral
1148,2,Mrs. Geller,Here comes the bride .,joy
1148,3,Phoebe,Oh my God Monica !,surprise
1148,4,Monica,I wanna wear this everyday .,joy
1148,5,Rachel,You look so beautiful .,joy
1148,6,Monica,I am so happy for me .,joy
1148,7,Rachel,Hello ?,neutral
1148,8,Joey,Hey ! Did Chandler show up yet ?,fear
1148,9,Rachel,"Yeah , we got him back . Everything fine .",joy
1148,10,Joey,Damnit !,anger
1149,1,Rachel,What ? Why ? Where are you ?,surprise
1149,2,Joey,I am still on the set !,neutral
1149,3,Rachel,Joey ! The wedding is in less than an hour !,anger
1149,4,Joey,"I know ! I am sorry ! The guy drunk , they will not let me go until we get this .",sadness
1149,5,Rachel,Oh my God ! I am gonna have to find another minister .,sadness
1149,6,Joey,"No ! No , I am the minister ! Alright , look ... look , put em both on the phone , I will marry them right now .",anger
1149,7,Rachel,"Ugh ! Joey , I have to go .",disgust
1149,8,Joey,Hey ! Do not you hang up on me ! I will marry you and me right now ! I have the power !,anger
1153,1,Joey,Aaron ! You gotta let me go . The guy hammered !,anger
1153,2,The Director,"I am sorry Joey , as long as he is here and he is conscious we are still shooting .",neutral
1153,3,Richard,You would not happen to have a very big fork ?,neutral
1153,4,Joey,"So I uh , I just talked to the director . That is it , we are done for the day .",joy
1153,5,Richard,Well have we finished the scene ?,surprise
1153,6,Joey,Yeah ! You ... you were wonderful .,joy
1153,7,Richard,As were you .,joy
1153,8,Joey,"So I got your car , it is right outside .",neutral
1153,9,Richard,"Oh , thank you . You are welcome .",joy
1153,10,Joey,No ... no ... no ! We gotta go ! Come on ! Here we go .,fear
1153,11,Richard,Is that my ass ?,surprise
1155,1,Rachel,Oh ! Oh by the way ?,neutral
1155,2,Phoebe,Uh ... hmm .,neutral
1155,3,Rachel,James Brolin ?,neutral
1155,4,Phoebe,"Oh , I know . I could only think of two names , him and Ed Begley Jr . and then I remembered he is gay .",sadness
1155,5,Rachel,Ed Begley Jr . is not gay .,neutral
1155,6,Phoebe,Really ? !,surprise
1156,1,Rachel,Oh yes ! Thank you very much ! Oh that is ... that is actually how the French drink it .,joy
1157,1,Phoebe,"Well yeah , I lied before .",joy
1157,2,Rachel,Oh !,surprise
1157,3,Monica,Oh God,surprise
1157,4,Phoebe,Now you know how you really feel about it .,joy
1157,5,Rachel,"Oh ... oh , that is a risky little game !",surprise
1157,6,Monica,Are you really gonna do this ?,surprise
1157,7,Rachel,Yeah . I am gonna have a baby . I am gonna have a baby . I am gonna have a baby !,joy
1157,8,Phoebe,With who ?,joy
1157,9,Rachel,"Ah , it is still not the time .",sadness
1158,1,Ross,I just did not see the fast song coming .,sadness
1158,2,Joey,Shh .,neutral
1158,3,Joey,Shh .,neutral
1158,4,Joey,"Do not try to talk , we will get you up to your room , we will soak your feet , you will be okay .",neutral
1158,5,Ross,"Oh , thank you .",neutral
1158,6,Mona,That is so sweet !,surprise
1158,7,Joey,Yeah .,joy
1158,8,Mona,"No , I mean it . There are so few genuinely nice guys out there .",neutral
1158,9,Joey,"Tell me about it , I feel like I am holding down the fort all by myself .",neutral
1158,10,Mona,It is Joey right ?,joy
1158,11,Joey,Yeah .,joy
1158,12,Ross,Wait a minute !,anger
1158,13,Ross,No !,anger
1158,14,Ross,I am the nice one !,anger
1158,15,Ross,I am the one who danced with the kids all night !,anger
1158,16,Ross,How ... How small are your feet ?,surprise
1159,1,Ross,Hi .,neutral
1159,2,Chandler,Hey . Soaps ? Shampoos ? Are you really taking all this stuff ?,surprise
1159,3,Ross,Why not ? It is built into the price of the room .,neutral
1159,4,Chandler,Yeah but you do not need ... What is this ?,surprise
1159,5,Ross,Thread !,neutral
1159,6,Chandler,Score ! Where are the disposable cameras ?,joy
1159,7,Ross,What disposable cameras ?,neutral
1159,8,Chandler,The cameras ? Remember last night I told you to take them ?,surprise
1159,9,Ross,No you did not .,neutral
1159,10,Chandler,"Yes ! Remember ? Right before we cut the cake , I went up to you and I said",surprise
1159,11,Ross,"Oh ... oh yeah , you ... you came up to me and asked if I could do you a favor , and my Uncle Murray came up to you and handed you a check .",neutral
1159,12,Ross,"And then you said , "" Why do they call it a check ?",neutral
1159,13,Ross,"Why not a Yugoslavian ? """,neutral
1159,14,Ross,"Yeah , then you did that .",neutral
1159,15,Chandler,So you do not have the cameras ? !,surprise
1159,16,Ross,No . Sorry man .,sadness
1159,17,Chandler,So ? What ? What ? They are gone ! Monica gonna freak !,surprise
1159,18,Ross,"Well , I am sure they are still somewhere here in the hotel . I will ... I will help you look for them .",neutral
1159,19,Chandler,Great .,joy
1159,20,Ross,In ... in three minutes .,neutral
1161,1,Phoebe,"Look , I feel really bad about how I freaked you out before , so I called the father and asked him to meet you here so you can tell him .",sadness
1161,2,Phoebe,Go !,neutral
1161,3,Rachel,"What ? Hey wait a minute ! Phoebe , how do you even know who the father is ?",surprise
1161,4,Phoebe,"I may play the fool at times , but I am a little more than a pretty blond girl with an ass that will not quit .",joy
1161,5,Phoebe,I believe this belongs to the father of your baby .,neutral
1161,6,Rachel,"Oh God ... Oh , he is in there right now ?",surprise
1161,7,Phoebe,Uh ... huh . Now you can turn around or you can go in there and rip the Band ... Aid off . What to you want to do ?,neutral
1161,8,Rachel,"Uh , let rip !",fear
1161,9,Phoebe,Really ? Are you sure ?,surprise
1161,10,Rachel,Oh Phoebe !,anger
1161,11,Phoebe,"Okay , sorry . Yeah .",neutral
1161,12,Tag,Hey Rach .,neutral
1162,1,Tag,"So , what this about ?",neutral
1162,2,Phoebe,"Rachel has something that she wants to tell you and umm , I believe that this is your red sweater .",neutral
1162,3,Tag,No . This is my red sweater .,neutral
1162,4,Phoebe,Oh no . Could I get anyone a coffee or ... poison ? No ? Just for me ? Okay .,sadness
1162,5,Tag,What going on Rach ?,neutral
1162,6,Rachel,"Nothing ! Phoebe kinda made a mistake . But you know you do wear that sweater a lot , are you involved in some kind of dare ?",sadness
1162,7,Tag,"You know , I am actually glad Phoebe called .",joy
1162,8,Tag,"I know we broke up because you thought I was not mature enough , but I have really grown up and think we should get back together .",joy
1162,9,Rachel,"Oh , it is just not the right time .",sadness
1162,10,Tag,It is the right time .,joy
1162,11,Rachel,Okay .,neutral
1163,1,Monica,I do not know how any of these got opened ? !,surprise
1163,2,Joey,You opened them all ?,surprise
1163,3,Monica,"I know ! I know ! I am a terrible person ! I mean , Chandler is never going to trust me with anything ever again !",sadness
1163,4,Joey,Oh hey ! You got my parent gift !,joy
1163,5,Monica,Yeah . What is that ?,surprise
1163,6,Joey,"Well , I do not know . I think it does something to salami .",joy
1163,7,Monica,Hey ! How would it go ?,fear
1163,8,Joey,Yeah . What ... what did Tag say ?,fear
1163,9,Rachel,Tag is not the father ! And Joey knows now ?,sadness
1163,10,Joey,"I do Rach . I do , and I so happy for you .",joy
1163,11,Rachel,"Oh wow , you did not even try to unhook my bra !",surprise
1163,12,Monica,So are you ever gonna tell whoever it is ?,neutral
1163,13,Rachel,"No , I will . I am just not up for it tonight .",neutral
1163,14,Joey,"Hey Rach listen , no matter what this guy says I want you to know you are not gonna be alone in this .",neutral
1163,15,Rachel,I am not ?,surprise
1163,16,Joey,Listen I uh ... It is a scary world out there especially if you are a single mom .,fear
1163,17,Joey,"You know , I always felt like you and I have this ... this special bond .",joy
1163,18,Joey,"So , Rachel Green will you marry me ?",neutral
1164,1,Monica,You kissed another woman !,anger
1164,2,Chandler,Call it even ? !,anger
1164,3,Monica,Okay !,joy
1164,4,Ross,"Well , I am gonna go get these in some water .",neutral
1164,5,Phoebe,Wait you stole those from these people wedding ?,surprise
1164,6,Ross,"No ... no , I took them from the hotel lobby .",neutral
1164,7,Ross,"Yeah , they think they can charge me for some dirty movie and a bag of Mashuga nuts , they got another think coming .",anger
1164,8,Ross,Hey !,surprise
1164,9,Ross,My sweater !,surprise
1164,10,Ross,I have been looking for this for like a month !,anger
1164,11,Phoebe,Oh my God ! !,surprise
1164,12,Joey,Oh my God !,surprise
1165,1,Ross,Hey ! How you doing ?,joy
1165,2,Tag,"Good ! Good , long time no see .",joy
1165,3,Tag,Like your sweater .,joy
1165,4,Ross,"Oh hey , right back at you .",joy
1165,5,Tag,"Oh , it is crazy about Rachel huh ?",surprise
1165,6,Ross,"Yeah . She ... Well , she is one crazy lady ?",surprise
1165,7,Tag,So whose is it ?,neutral
1165,8,Ross,"Umm , I do not some Italian guy . Come on , read your own label . See you later .",neutral
1165,9,Tag,Okay .,neutral
1165,10,Ross,He is so weird .,disgust
1167,1,Joey,I still can not believe they took away my key . You trust me with yours .,sadness
1167,2,Phoebe,Of course I do ! And I am gonna give it back to you as soon as they are done with it at the key shining place .,neutral
1167,3,Joey,What the hell is that ?,surprise
1167,4,Joey,"Whoa ! Whoa ! Whoa ! Treeger , what are you doing ?",surprise
1167,5,Mr. Treeger,You said there was a gas leak in here .,neutral
1167,6,Phoebe,Well why do not you use your key ?,neutral
1167,7,Mr. Treeger,"Because by the time I find it on this thing , the whole place might have exploded .",neutral
1167,8,Mr. Treeger,"If that happens at another building that I manage , people are gonna start asking questions .",neutral
1167,9,Mr. Treeger,Come on !,neutral
1167,10,Mr. Treeger,Hurry up .,neutral
1167,11,Phoebe,Oh ! We could have done that .,sadness
1168,1,Monica,Look at that ! Look at that ! They are going into the first class lounge ! Do you know what they have in there ?,surprise
1168,2,Chandler,No .,neutral
1168,3,Monica,Me neither ! We have to get in !,anger
1168,4,Chandler,Just act like you belong .,neutral
1168,5,Monica,Oh my God ! Oranges !,surprise
1168,6,Chandler,Shh ! Nice to see you again .,neutral
1168,7,Airline Employee,"Uh sir , may I see your tickets please ?",neutral
1168,8,Chandler,"Yes , of course .",neutral
1168,9,Airline Employee,"I am sorry , would you move your thumb ? I can not see the seat number .",neutral
1168,10,Chandler,"Oh that is all right , I have it memorized . It is 1A .",neutral
1170,1,Monica,I can not believe we are here .,joy
1170,2,Chandler,Oh you have got to be kidding me .,surprise
1170,3,Monica,What ?,surprise
1170,4,Front Desk Clerk,"As a wedding gift to you , the hotel would like to give you the honeymoon suite .",neutral
1170,5,Monica,No ! ! You have been screwing us all day !,anger
1170,6,Man,Who are you ?,surprise
1170,7,Chandler,We are you just ten seconds later !,anger
1170,8,Monica,You already got the first class tickets ... you got the lounge !,anger
1170,9,Monica,I mean we should get free stuff too !,anger
1170,10,Monica,I mean you are not the only ones on your honeymoon !,anger
1170,11,Woman,Well you can have the suite if you want .,neutral
1170,12,Woman,We do not care about where we stay .,neutral
1170,13,Woman,We are here to celebrate our love together .,joy
1170,14,Woman,We do not have to get free stuff .,neutral
1170,15,Woman,We just want to be together .,neutral
1170,16,Chandler,We need the stuff .,neutral
1173,1,Phoebe,I can not believe he taped the two of them having sex !,surprise
1173,2,Joey,Yeah ! You gotta tell a girl before you tape her . Such a rookie mistake .,anger
1173,3,Chandler,You know who has a great video camera ?,neutral
1173,4,Phoebe,Greg and Jenny ?,disgust
1173,5,Monica,Do you still wanna call em ? I wanna call em .,neutral
1173,6,Chandler,Let call em .,joy
1173,7,Joey,Yeah ! Ask them if they brought their friends any souvenirs !,anger
1173,8,Monica,Hello ? Eighth street deli ?,surprise
1173,9,Joey,"Hey , hang up ! You get food poisoning just talkin to that place .",disgust
1173,10,Monica,"Uh sorry , wrong number .",neutral
1173,11,Chandler,Here you go .,neutral
1173,12,Monica,Hello ? It is the deli again !,surprise
1173,13,Joey,All right ! I will have a sandwich !,disgust
1173,14,Monica,I do not think this number right !,anger
1175,1,Kristen,"Umm , this is great wine .",joy
1175,2,Ross,"It is from France ... In Europe ... Western Europe . You know umm , a few years ago I actually was backpacking across Western Europe .",neutral
1175,3,Kristen,Really ?,surprise
1175,4,Ross,"Uh ... hmm ... Wait ! It gets better . Um , yeah I was in Barcelona .",neutral
1175,5,Kristen,I studied for a year in Barcelona .,neutral
1175,6,Ross,"Anyway , umm so I was um , I was hiking",neutral
1175,7,Kristen,I love hiking !,joy
1175,8,Ross,Oh that is great ! I was hiking along the foothills of Mount Tibidaybo,joy
1178,1,Rachel,"So uh , apparently people are familiar with the Europe story ?",neutral
1178,2,Ross,Yeah .,neutral
1178,3,Ross,"Listen about that , the whole uh , who came on to who thing really does not matter .",neutral
1178,4,Ross,"I mean , I think it would have happened either way .",neutral
1178,5,Ross,I mean if you had not initiated it I ... I ... I know I would have .,neutral
1178,6,Rachel,It was an amazing night .,neutral
1178,7,Ross,It was . It was an amazing night .,joy
1178,8,Rachel,You think it looked amazing ?,surprise
1180,1,Ross,"Chandler Muriel Bing . Boy , your parents never gave you a chance did they ?",neutral
1183,1,Bob,Hey ! How my pal Toby doing today ?,joy
1183,2,Chandler,"If I see him , I will ask .",neutral
1183,3,Bob,Toby !,joy
1183,4,Chandler,Yeah !,neutral
1183,5,Mr. Franklin,Oh then you know each other .,neutral
1183,6,Chandler,We are on a semi ... first name basis .,neutral
1183,7,Mr. Franklin,What do you think of adding him to our team ?,neutral
1183,8,Chandler,"Bob ? Ooh , working here with us ? Everyday ? Yeah , I do not know if he has what it takes .",surprise
1183,9,Mr. Franklin,Really ? They love him down on six .,surprise
1183,10,Chandler,But this is eleven . It is almost twice as hard up here .,neutral
1184,1,Mr. Franklin,"Okay , I hear you loud and clear . Bob will stay put .",neutral
1184,2,Chandler,I think it is best sir .,joy
1184,3,Mr. Franklin,But we really do need to find someone up here .,neutral
1184,4,Mr. Franklin,The work is starting to pile up .,neutral
1184,5,Mr. Franklin,I have got a stack of documents on my desk this high .,neutral
1184,6,Chandler,"You know what you should do , just toss em in the shedder and claim you never got em .",neutral
1184,7,Mr. Franklin,That is a good one .,joy
1184,8,Chandler,What does a guy have to do to be taken seriously around here ? !,anger
1187,1,Phoebe,"And Tim I just wanna say , good luck here .",joy
1188,1,Rachel,I am guess I am just done with the whole dating thing .,sadness
1188,2,Rachel,It is one more thing in my life that is suddenly completely different .,sadness
1188,3,Rachel,This is hard .,sadness
1188,4,Ross,Yeah I know .,neutral
1188,5,Ross,"On the other hand in um , in about seven months you are gonna have something that you are gonna love more than any guy you have ever gone out with .",neutral
1188,6,Ross,Just wait .,neutral
1188,7,Ross,"Wait until uh , wait until the first time your baby grabs your finger .",neutral
1188,8,Ross,You have no idea .,neutral
1188,9,Rachel,Thanks sweetie .,neutral
1188,10,Ross,"You wanna , you wanna grab some coffee ?",neutral
1188,11,Rachel,"Oh no , I think I am gonna go home and eat ten candy bars .",sadness
1188,12,Ross,"Hey , I thought I cheered you up .",neutral
1188,13,Rachel,"Oh you did , there are twenty in here .",neutral
1188,14,Ross,Right . Good night .,neutral
1188,15,Rachel,Good night .,neutral
1189,1,Mona,Ross ?,neutral
1189,2,Ross,Yeah ?,neutral
1189,3,Mona,Hey it is Mona ! From the wedding .,joy
1189,4,Ross,Oh hi !,surprise
1189,5,Mona,Hi !,joy
1189,6,Ross,Wow ! Uh ... how are you ?,surprise
1189,7,Mona,"I am good except umm , you still owe me a dance .",neutral
1189,8,Ross,"Oh that is right . Well uh , would you be interested in seeing a Ukrainian film ?",neutral
1189,9,Mona,Oh you are serious . Sure !,surprise
1189,10,Ross,Great ! Well umm,joy
1189,11,Mona,I think I might need one more cup of coffee .,joy
1189,12,Ross,"Sure ! Uh , let me get it for you .",neutral
1189,13,Mona,Okay .,neutral
1191,1,Phoebe,"Ursula ! Wait ! Err ... err , it is me ! Phoebe !",surprise
1191,2,Ursula,"Oh , I thought there was a mirror there . Okay , bye ... bye .",neutral
1191,3,Phoebe,"Wait a second ! So , what new with you ?",surprise
1191,4,Ursula,"Umm , nothing . I mean , I am getting married next week .",neutral
1192,1,Boy in the Cape,You are a mean old woman .,sadness
1192,2,Rachel,No ! Wait no ! Shut up ... I mean do not cry ! Let me get my checkbook !,sadness
1192,3,Monica,"Look honey , you do not have to do this , okay ?",fear
1192,4,Monica,It is the strength you have inside that means the most to me .,neutral
1192,5,Monica,"You are loyal , you are honest , and you have integrity !",joy
1192,6,Monica,That is the kind of strength that I want in the man that I love !,joy
1192,7,Chandler,That means nothing to me . Come on !,disgust
1193,1,Monica,"Look , I wanted to tell I am ... I am sorry you lost .",neutral
1193,2,Chandler,"Listen , I have got a secret for you . I let him win .",joy
1193,3,Monica,Is that a secret or a lie .,joy
1193,4,Chandler,"No , I let him win ... Ross !",anger
1193,5,Ross,Yeah ?,neutral
1193,6,Chandler,Would you tell her I let you win please ?,anger
1193,7,Ross,Oh . Yeah . Uh Chandler let me win .,neutral
1193,8,Chandler,I am strong ! I will show you !,anger
1193,9,Monica,Chandler please !,surprise
1193,10,Chandler,Oh what the matter ? Are you scared ?,anger
1193,11,Monica,Let go big bunny !,anger
1193,12,Chandler,Okay . 1 ... 2 ... 3 ... Go ! I am gonna kill myself !,anger
1196,1,Phoebe,"Ooh , oh no ! I have to go ! I have a massage appointment .",sadness
1196,2,Eric,"Oh no , stay here we will keep doing this . I will pay you .",sadness
1196,3,Phoebe,"No , I got in trouble for that before . I will see you later .",neutral
1196,4,Eric,Absolutely . I love the way you kiss .,joy
1197,1,Phoebe,Hey !,joy
1197,2,Eric,Welcome back !,joy
1197,3,Phoebe,Hey ! Can we pick up where we left off ?,joy
1197,4,Eric,"I do not know , I am still pretty tired out from this afternoon .",neutral
1197,5,Phoebe,Why ?,surprise
1197,6,Eric,"Uh , the sex .",neutral
1197,7,Phoebe,What sex ?,surprise
1197,8,Eric,Our sex .,neutral
1197,9,Phoebe,We did not have sex .,surprise
1197,10,Eric,"Well if I did not have sex with you , I had sex with someone that looked an awful lot like",joy
1197,11,Phoebe,Ew ! Ew ! Ew ! Ew ! Ew ! Ew !,disgust
1197,12,Eric,Oh no ! Oh no ! Oh no ! Oh no ! No ! No ! No !,disgust
1198,1,Phoebe,You ... you ... you had sex with Ursula ? !,surprise
1198,2,Eric,"Uh , a little bit . She ... she ... she walked in and I thought she was you and I kissed her and",sadness
1198,3,Phoebe,You did not notice she was wearing different clothes ? !,surprise
1198,4,Eric,Well I was just so excited to see you .,sadness
1198,5,Phoebe,Oh . Ew ! Ew ! Ew ! Ugh ! You know what ? This is too weird .,disgust
1198,6,Eric,No ... no it is not !,sadness
1198,7,Eric,I do not want to lose you !,fear
1198,8,Eric,It is ... it is like I was saying to Ursula when I was making love to her and I thought she was you ... Yeah it is too weird .,sadness
1198,9,Phoebe,So I guess this is it .,sadness
1198,10,Eric,Yeah . Maybe it is for the best . You smell just like her .,sadness
1198,11,Phoebe,"Yeah , so do you .",neutral
1201,1,Ross,"Well , the old lady died .",sadness
1201,2,Ross,And how do I know ?,neutral
1201,3,Ross,Her dying wish was for one last kiss .,neutral
1201,4,Ross,"But I do not care , because you got the apartment .",joy
1201,5,Ross,Yes !,joy
1201,6,Rachel,Ewww . Yeah . Umm . I think I am gonna stay here .,disgust
1201,7,Joey,Is not that great ?,joy
1201,8,Ross,Ezels ! !,anger
1203,1,Phoebe,"I am sorry I will not be able to make it to your imaginary wedding , but I am really busy that day . Yeah , I already have a unicorn baptism and a leprechaun bar mitzvah .",neutral
1203,2,Rachel,"I know . I know . I panicked , I panicked . I did not want him to start yelling at me like I was some 74 Latour .",fear
1203,3,Phoebe,It is Lafite . The 74 Latour is actually drinking quite nicely .,neutral
1203,4,Rachel,"All right here he comes . I am gonna do this , I am gonna tell him , I am gonna be strong .",fear
1203,5,Dr. Green,I just called a friend of mine .,neutral
1203,6,Rachel,Yeah ?,neutral
1203,7,Dr. Green,I think I may be able to book The Plaza on short notice .,neutral
1203,8,Rachel,Really ? !,surprise
1203,9,Dr. Green,What is it sweetie ?,neutral
1203,10,Rachel,There is not gonna be a wedding . Ross and I are not getting married .,sadness
1203,11,Rachel,I am sorry daddy .,sadness
1203,12,Dr. Green,I do not believe this ! !,anger
1203,13,Rachel,"Oh now daddy , stay calm . Please .",fear
1203,14,Dr. Green,Stay calm ? ! !,anger
1203,15,Dr. Green,How do you expect me to stay calm ? !,anger
1203,16,Dr. Green,This is unacceptable Rachel !,anger
1203,17,Dr. Green,And I wanna know why ? ! !,anger
1203,18,Dr. Green,Is it because that punk Ross will not marry you ? !,anger
1203,19,Dr. Green,That is it !,anger
1203,20,Dr. Green,Is that it ?,anger
1203,21,Rachel,"Yes . Yes , he says I am damaged goods .",fear
1204,1,Mona,I love your place ! Where is this guy from ?,joy
1204,2,Ross,Uh that is an eighteenth century Indian artifact from Calcutta .,neutral
1204,3,Mona,"Oh wow ! So , you are more than just dinosaurs .",surprise
1204,4,Ross,So much more .,neutral
1205,1,Mona,Oh my God ! Oh my God ! I am so sorry !,sadness
1205,2,Ross,"Aw forget it , it is from Pier One .",neutral
1205,3,Dr. Green,You think you can knock up my daughter and then not marry her ? ! I am gonna kill you ! !,anger
1205,4,Ross,You know this is actually not a great time for me .,sadness
1206,1,Dr. Green,So ? Come on ! Explain yourself Geller ! First you get my Rachel pregnant !,anger
1206,2,Mona,You got Rachel pregnant ? !,surprise
1206,3,Ross,Who did ? !,surprise
1206,4,Dr. Green,You did !,anger
